Date (GMT);VOC (ppm);Temperature (C);Humidity (%);Pressure (mbar);Latitude;Longitude;PM1 (ug/m3);PM2.5 (ug/m3);PM10 (ug/m3)
2023-11-29T05:38:00.000Z;1.485;15.0;19.0;954.3;36.1485468;-115.1091889;;;
2023-11-29T05:37:00.000Z;1.366;15.0;19.0;954.3;36.1485468;-115.1091889;;;
2023-11-29T05:36:00.000Z;1.763;15.0;19.0;954.3;36.1485468;-115.1091889;1.0;1.7;3.2
2023-11-29T05:35:00.000Z;1.855;15.0;19.0;954.3;36.1485468;-115.1091889;;;
2023-11-29T05:34:00.000Z;1.834;15.0;19.0;954.3;36.1485468;-115.1091889;;;
2023-11-29T05:33:00.000Z;1.814;15.0;19.0;954.3;36.1485468;-115.1091889;;;
2023-11-29T05:32:00.000Z;1.778;15.0;19.0;954.3;36.1485468;-115.1091889;;;
2023-11-29T05:31:00.000Z;1.772;15.0;19.0;954.4;36.1485468;-115.1091889;;;
2023-11-29T05:30:00.000Z;1.73;15.0;19.0;954.4;36.1485468;-115.1091889;;;
2023-11-29T05:29:00.000Z;1.673;15.0;19.0;954.3;36.1485463;-115.1091708;;;
2023-11-29T05:28:00.000Z;1.621;15.0;19.0;954.4;36.1485511;-115.1091528;;;
2023-11-29T05:27:00.000Z;1.488;15.0;19.0;954.3;36.1485577;-115.1091432;;;
2023-11-29T05:26:00.000Z;1.347;15.0;19.0;954.4;36.1485528;-115.1091513;;;
2023-11-29T05:25:00.000Z;1.354;14.0;18.0;953.1;36.1485528;-115.1091513;;;
2023-11-29T05:24:00.000Z;1.396;15.0;19.0;954.39;36.1485528;-115.1091513;1.0;1.0;2.0
2023-11-29T05:23:00.000Z;1.854;15.0;19.0;954.49;36.1485528;-115.1091513;1.0;1.0;2.0
2023-11-29T05:22:00.000Z;1.853;15.0;19.0;954.52;36.1485528;-115.1091513;1.0;1.0;3.0
2023-11-29T04:23:00.000Z;1.749;14.0;18.0;953.1;36.1667354;-115.1065699;;;
2023-11-29T04:22:00.000Z;1.688;14.0;18.0;953.1;36.1667354;-115.1065699;;;
2023-11-29T04:21:00.000Z;1.578;14.0;18.0;953.5;36.1667354;-115.1065699;;;
2023-11-29T04:20:00.000Z;1.442;13.0;19.0;954.2;36.1667354;-115.1065699;;;
2023-11-29T04:19:00.000Z;1.405;13.0;19.0;955.1;36.1667354;-115.1065699;3.0;4.0;5.0
2023-11-29T04:18:00.000Z;1.663;13.0;19.0;955.4;36.1667354;-115.1065699;;;
2023-11-29T04:17:00.000Z;1.569;13.0;19.0;955.3;36.1667354;-115.1065699;;;
2023-11-29T04:16:00.000Z;1.578;13.0;19.0;955.4;36.1667354;-115.1065699;;;
2023-11-29T04:15:00.000Z;1.502;13.0;20.0;955.7;36.1667354;-115.1065699;;;
2023-11-29T04:14:00.000Z;1.475;13.0;20.0;956.1;36.1667354;-115.1065699;;;
2023-11-29T04:13:00.000Z;1.417;13.0;20.0;955.8;36.1732417;-115.1070507;;;
2023-11-29T04:12:00.000Z;1.343;13.0;20.0;956.1;36.1734353;-115.1062807;;;
2023-11-29T04:11:00.000Z;1.235;13.0;20.0;955.8;36.1959009;-115.1029518;;;
2023-11-29T04:10:00.000Z;1.133;13.0;20.0;955.5;36.1959009;-115.1029518;;;
2023-11-29T04:09:00.000Z;0.969;13.0;20.0;955.6;36.1959009;-115.1029518;;;
2023-11-29T04:08:00.000Z;0.931;13.0;20.0;955.7;36.1959009;-115.1029518;10.0;18.0;25.0
2023-11-29T04:07:00.000Z;1.244;13.0;22.0;955.6;36.1959009;-115.1029518;;;
2023-11-29T04:06:00.000Z;1.157;13.0;24.0;955.6;36.196;-115.1018739;;;
2023-11-29T04:05:00.000Z;0.904;13.0;31.0;955.6;36.1960455;-115.1019145;;;
2023-11-29T04:04:00.000Z;0.832;13.0;24.0;955.6;36.1956429;-115.1005731;;;
2023-11-29T04:03:00.000Z;0.784;13.0;24.0;955.6;36.1956429;-115.1005731;;;
2023-11-29T04:02:00.000Z;0.719;12.0;26.0;955.6;36.1956429;-115.1005731;;;
2023-11-29T04:01:00.000Z;0.648;12.0;27.0;955.6;36.1956429;-115.1005731;;;
2023-11-29T04:00:00.000Z;0.63;12.0;26.0;955.6;36.1956429;-115.1005731;;;
2023-11-29T03:59:00.000Z;0.617;12.0;25.0;955.7;36.1956429;-115.1005731;;;
2023-11-29T03:58:00.000Z;0.491;12.0;26.0;955.7;36.1956429;-115.1005731;;;
2023-11-29T03:57:00.000Z;0.684;11.0;28.0;955.6;36.1956429;-115.1005731;12.0;14.0;15.0
2023-11-29T03:56:00.000Z;1.097;11.0;27.0;955.7;36.1956429;-115.1005731;;;
2023-11-29T03:55:00.000Z;0.916;11.0;26.0;955.6;36.1956429;-115.1005731;;;
2023-11-29T03:54:00.000Z;0.858;11.0;27.0;955.7;36.1956429;-115.1005731;;;
2023-11-29T03:53:00.000Z;0.785;10.0;28.0;955.7;36.1956429;-115.1005731;;;
2023-11-29T03:52:00.000Z;0.588;10.0;27.0;955.6;36.1956429;-115.1005731;;;
2023-11-29T03:51:00.000Z;0.351;10.0;25.0;955.6;36.1956429;-115.1005731;;;
2023-11-29T03:50:00.000Z;0.328;10.0;25.0;955.6;36.1956429;-115.1005731;;;
2023-11-29T03:49:00.000Z;0.284;10.0;25.0;955.6;36.1956429;-115.1005731;;;
2023-11-29T03:48:00.000Z;0.3;10.0;25.0;955.5;36.1956429;-115.1005731;;;
2023-11-29T03:47:00.000Z;0.294;10.0;25.0;955.6;36.1956429;-115.1005731;;;
2023-11-29T03:46:00.000Z;0.329;10.0;26.0;955.7;36.1956429;-115.1005731;24.0;27.0;28.0
2023-11-29T03:45:00.000Z;0.524;10.0;25.0;955.7;36.1956429;-115.1005731;;;
2023-11-29T03:44:00.000Z;0.594;10.0;27.0;955.8;36.1964002;-115.1010873;;;
2023-11-29T03:43:00.000Z;0.635;10.0;24.0;955.6;36.1964441;-115.1010006;;;
2023-11-29T03:42:00.000Z;0.732;10.0;24.0;955.7;36.1964323;-115.1010116;;;
2023-11-29T03:41:00.000Z;0.86;10.0;25.0;955.7;36.1964296;-115.1013952;;;
2023-11-29T03:40:00.000Z;0.815;10.0;25.0;955.7;36.1964526;-115.1011021;;;
2023-11-29T03:39:00.000Z;0.585;10.0;25.0;955.7;36.1964526;-115.1011021;;;
2023-11-29T03:38:00.000Z;0.575;10.0;26.0;955.7;36.1964526;-115.1011021;;;
2023-11-29T03:37:00.000Z;0.403;10.0;25.0;955.7;36.1964526;-115.1011021;;;
2023-11-29T03:36:00.000Z;0.286;10.0;25.0;955.7;36.1964526;-115.1011021;;;
2023-11-29T03:35:00.000Z;0.286;10.0;25.0;955.7;36.1964526;-115.1011021;;;
2023-11-29T03:34:00.000Z;0.335;10.0;24.0;955.8;36.1964526;-115.1011021;17.0;20.0;21.0
2023-11-29T03:33:00.000Z;0.306;10.0;24.0;955.7;36.1964526;-115.1011021;;;
2023-11-29T03:32:00.000Z;0.324;10.0;24.0;955.7;36.1956964;-115.1018613;;;
2023-11-29T03:31:00.000Z;0.327;10.0;24.0;955.7;36.1955959;-115.1006667;;;
2023-11-29T03:30:00.000Z;0.333;10.0;24.0;955.7;36.1955259;-115.1007832;;;
2023-11-29T03:29:00.000Z;0.365;10.0;25.0;955.8;36.1955259;-115.1007832;;;
2023-11-29T03:28:00.000Z;0.342;10.0;26.0;955.7;36.1955259;-115.1007832;;;
2023-11-29T03:27:00.000Z;0.43;10.0;25.0;955.8;36.1955259;-115.1007832;;;
2023-11-29T03:26:00.000Z;0.392;11.0;22.0;955.7;36.1963452;-115.1012908;;;
2023-11-29T03:25:00.000Z;0.32;11.0;23.0;955.7;36.1964659;-115.1010238;;;
2023-11-29T03:24:00.000Z;0.302;10.0;24.0;955.8;36.1964534;-115.1009341;;;
2023-11-29T03:23:00.000Z;0.403;10.0;24.0;955.7;36.1960176;-115.101835;14.0;16.0;18.0
2023-11-29T03:22:00.000Z;0.382;10.0;23.0;955.7;36.1960176;-115.101835;;;
2023-11-29T03:21:00.000Z;0.365;11.0;22.0;955.7;36.1960176;-115.101835;;;
2023-11-29T03:20:00.000Z;0.299;11.0;22.0;955.9;36.1960176;-115.101835;;;
2023-11-29T03:19:00.000Z;0.346;11.0;22.0;955.7;36.1961318;-115.1017488;;;
2023-11-29T03:18:00.000Z;0.351;11.0;22.0;955.8;36.1961318;-115.1017488;;;
2023-11-29T03:17:00.000Z;0.283;11.0;22.0;955.7;36.1961318;-115.1017488;;;
2023-11-29T03:16:00.000Z;0.236;11.0;22.0;955.8;36.1961318;-115.1017488;;;
2023-11-29T03:15:00.000Z;0.269;11.0;22.0;955.7;36.1961318;-115.1017488;;;
2023-11-29T03:14:00.000Z;0.242;11.0;22.0;955.8;36.1961318;-115.1017488;;;
2023-11-29T03:13:00.000Z;0.211;11.0;22.0;955.7;36.1961318;-115.1017488;;;
2023-11-29T03:12:00.000Z;0.241;11.0;22.0;955.8;36.1961318;-115.1017488;12.0;15.0;17.0
2023-11-29T03:11:00.000Z;0.257;11.0;22.0;955.8;36.1961318;-115.1017488;;;
2023-11-29T03:10:00.000Z;0.27;11.0;22.0;955.8;36.1961318;-115.1017488;;;
2023-11-29T03:09:00.000Z;0.3;11.0;22.0;955.8;36.1961318;-115.1017488;;;
2023-11-29T03:08:00.000Z;0.302;11.0;22.0;955.8;36.1961318;-115.1017488;;;
2023-11-29T03:07:00.000Z;0.314;11.0;22.0;955.8;36.1964189;-115.1009334;;;
2023-11-29T03:06:00.000Z;0.264;11.0;22.0;956.0;36.1964189;-115.1009334;;;
2023-11-29T03:05:00.000Z;0.264;11.0;22.0;955.85;36.1964189;-115.1009334;11.0;12.0;14.0
2023-11-29T03:04:00.000Z;0.26;11.0;22.0;955.86;36.1964189;-115.1009334;11.0;12.0;14.0
2023-11-29T03:03:00.000Z;0.238;11.0;22.0;955.84;36.1964189;-115.1009334;11.0;12.0;14.0
