Date (GMT);VOC (ppm);PM1 (ug/m3);PM2.5 (ug/m3);PM10 (ug/m3);Temperature (C);Humidity (%);Pressure (mbar);Latitude;Longitude
2024-01-14T14:54:00.000Z;0.615;;;;3.0;19.0;950.3;36.1484145;-115.1098824
2024-01-14T14:53:00.000Z;0.582;;;;3.0;19.0;950.2;36.1484145;-115.1098824
2024-01-14T14:52:00.000Z;0.575;;;;4.0;18.0;950.3;36.1484145;-115.1098824
2024-01-14T14:51:00.000Z;0.521;;;;4.0;18.0;950.3;36.1484145;-115.1098824
2024-01-14T14:50:00.000Z;0.505;;;;4.0;18.0;950.2;36.1484145;-115.1098824
2024-01-14T14:49:00.000Z;0.452;;;;4.0;18.0;950.2;36.1484145;-115.1098824
2024-01-14T14:48:00.000Z;0.409;;;;4.0;18.0;950.1;36.1484145;-115.1098824
2024-01-14T14:47:00.000Z;0.36;;;;4.0;18.0;950.2;36.1484145;-115.1098824
2024-01-14T14:46:00.000Z;0.336;;;;4.0;18.0;950.1;36.1484145;-115.1098824
2024-01-14T14:45:00.000Z;0.316;;;;4.0;18.0;950.2;36.1484145;-115.1098824
2024-01-14T14:44:00.000Z;0.373;1.0;1.0;2.0;3.0;19.0;950.1;36.1484145;-115.1098824
2024-01-14T14:43:00.000Z;0.608;;;;4.0;18.0;950.1;36.1484145;-115.1098824
2024-01-14T14:42:00.000Z;0.606;;;;4.0;18.0;950.1;36.1484145;-115.1098824
2024-01-14T14:41:00.000Z;0.596;;;;4.0;18.0;950.1;36.1484145;-115.1098824
2024-01-14T14:40:00.000Z;0.559;;;;4.0;18.0;950.1;36.1484145;-115.1098824
2024-01-14T14:39:00.000Z;0.531;;;;4.0;18.0;950.1;36.1484145;-115.1098824
2024-01-14T14:38:00.000Z;0.442;;;;4.0;18.0;950.1;36.1484145;-115.1098824
2024-01-14T14:37:00.000Z;0.409;;;;4.0;18.0;950.1;36.1484145;-115.1098824
2024-01-14T14:36:00.000Z;0.36;;;;4.0;18.0;950.1;36.1484145;-115.1098824
2024-01-14T14:35:00.000Z;0.341;;;;4.0;18.0;950.1;36.1484145;-115.1098824
2024-01-14T14:34:00.000Z;0.318;;;;4.0;18.0;950.1;36.1484145;-115.1098824
2024-01-14T14:33:00.000Z;0.364;1.0;3.2;6.9;3.0;19.0;950.1;36.1484145;-115.1098824
2024-01-14T14:32:00.000Z;0.648;;;;4.0;18.0;950.2;36.1484145;-115.1098824
2024-01-14T14:31:00.000Z;0.643;;;;4.0;18.0;950.2;36.1484145;-115.1098824
2024-01-14T14:30:00.000Z;0.624;;;;4.0;18.0;950.2;36.1484145;-115.1098824
2024-01-14T14:29:00.000Z;0.604;;;;4.0;18.0;950.2;36.1484145;-115.1098824
2024-01-14T14:28:00.000Z;0.556;;;;4.0;18.0;950.2;36.1484145;-115.1098824
2024-01-14T14:27:00.000Z;0.509;;;;4.0;18.0;950.2;36.1484145;-115.1098824
2024-01-14T14:26:00.000Z;0.431;;;;4.0;18.0;950.2;36.1484145;-115.1098824
2024-01-14T14:25:00.000Z;0.366;;;;4.0;18.0;950.3;36.1484145;-115.1098824
2024-01-14T14:24:00.000Z;0.343;;;;4.0;18.0;950.2;36.1484145;-115.1098824
2024-01-14T14:23:00.000Z;0.328;;;;4.0;18.0;950.2;36.1484145;-115.1098824
2024-01-14T14:22:00.000Z;0.355;1.0;1.0;2.0;4.0;18.0;950.1;36.1484145;-115.1098824
2024-01-14T14:21:00.000Z;0.67;;;;4.0;18.0;950.2;36.1484145;-115.1098824
2024-01-14T14:20:00.000Z;0.637;;;;4.0;18.0;950.2;36.1484145;-115.1098824
2024-01-14T14:19:00.000Z;0.63;;;;4.0;18.0;950.1;36.1484145;-115.1098824
2024-01-14T14:18:00.000Z;0.609;;;;4.0;18.0;950.1;36.1484145;-115.1098824
2024-01-14T14:17:00.000Z;0.572;;;;4.0;18.0;950.0;36.1484145;-115.1098824
2024-01-14T14:16:00.000Z;0.52;;;;4.0;18.0;950.0;36.1484145;-115.1098824
2024-01-14T14:15:00.000Z;0.483;;;;4.0;18.0;950.0;36.1484145;-115.1098824
2024-01-14T14:14:00.000Z;0.385;;;;4.0;18.0;949.9;36.1484145;-115.1098824
2024-01-14T14:13:00.000Z;0.355;;;;4.0;18.0;949.9;36.1484145;-115.1098824
2024-01-14T14:12:00.000Z;0.331;;;;4.0;18.0;949.8;36.1484145;-115.1098824
2024-01-14T14:11:00.000Z;0.356;1.0;1.0;2.0;4.0;18.0;949.8;36.1484145;-115.1098824
2024-01-14T14:10:00.000Z;0.696;;;;4.0;18.0;949.9;36.1484145;-115.1098824
2024-01-14T14:09:00.000Z;0.696;;;;4.0;18.0;949.9;36.1484145;-115.1098824
2024-01-14T14:08:00.000Z;0.653;;;;4.0;18.0;949.9;36.1484145;-115.1098824
2024-01-14T14:07:00.000Z;0.604;;;;4.0;18.0;949.9;36.1484145;-115.1098824
2024-01-14T14:06:00.000Z;0.608;;;;4.0;18.0;949.9;36.1484145;-115.1098824
2024-01-14T14:05:00.000Z;0.539;;;;4.0;18.0;949.9;36.1484145;-115.1098824
2024-01-14T14:04:00.000Z;0.493;;;;4.0;18.0;949.9;36.1484145;-115.1098824
2024-01-14T14:03:00.000Z;0.41;;;;4.0;18.0;949.9;36.1484145;-115.1098824
2024-01-14T14:02:00.000Z;0.359;;;;4.0;18.0;949.9;36.1484145;-115.1098824
2024-01-14T14:01:00.000Z;0.331;;;;4.0;18.0;949.9;36.1484145;-115.1098824
2024-01-14T14:00:00.000Z;0.346;1.0;1.0;2.0;4.0;18.0;949.9;36.1484145;-115.1098824
2024-01-14T13:59:00.000Z;0.737;1.0;2.8;5.9;4.0;18.0;949.9;36.1484145;-115.1098824
2024-01-14T13:58:00.000Z;0.711;;;;4.0;18.0;949.9;36.1484145;-115.1098824
2024-01-14T13:57:00.000Z;0.676;;;;4.0;18.0;949.8;36.1484145;-115.1098824
2024-01-14T13:56:00.000Z;0.651;;;;4.0;18.0;949.9;36.1484145;-115.1098824
2024-01-14T13:55:00.000Z;0.607;;;;4.0;18.0;949.9;36.1484145;-115.1098824
2024-01-14T13:54:00.000Z;0.58;;;;4.0;18.0;949.9;36.1484145;-115.1098824
2024-01-14T13:53:00.000Z;0.517;;;;4.0;19.0;949.8;36.1484145;-115.1098824
2024-01-14T13:52:00.000Z;0.427;;;;5.0;17.0;949.8;36.1484145;-115.1098824
2024-01-14T13:51:00.000Z;0.364;;;;5.0;18.0;949.8;36.1484145;-115.1098824
2024-01-14T13:50:00.000Z;0.339;;;;4.0;19.0;949.8;36.1484145;-115.1098824
2024-01-14T13:49:00.000Z;0.352;;;;4.0;19.0;949.7;36.1484145;-115.1098824
2024-01-14T13:48:00.000Z;0.732;1.0;1.0;2.0;4.0;18.0;949.7;36.1484145;-115.1098824
2024-01-14T13:47:00.000Z;0.719;;;;4.0;18.0;949.7;36.1484145;-115.1098824
2024-01-14T13:46:00.000Z;0.695;;;;4.0;19.0;949.9;36.1484145;-115.1098824
2024-01-14T13:45:00.000Z;0.68;;;;4.0;19.0;949.8;36.1484145;-115.1098824
2024-01-14T13:44:00.000Z;0.637;;;;5.0;18.0;949.8;36.1484145;-115.1098824
2024-01-14T13:43:00.000Z;0.606;;;;5.0;18.0;949.8;36.1484145;-115.1098824
2024-01-14T13:42:00.000Z;0.549;;;;5.0;18.0;949.8;36.1484145;-115.1098824
2024-01-14T13:41:00.000Z;0.467;;;;5.0;18.0;949.7;36.1484145;-115.1098824
2024-01-14T13:40:00.000Z;0.376;;;;5.0;18.0;949.7;36.1484145;-115.1098824
2024-01-14T13:39:00.000Z;0.343;;;;5.0;18.0;949.7;36.1484145;-115.1098824
2024-01-14T13:38:00.000Z;0.346;;;;4.0;19.0;949.7;36.1484145;-115.1098824
2024-01-14T13:37:00.000Z;0.761;1.0;1.0;2.0;4.0;19.0;949.7;36.1484145;-115.1098824
2024-01-14T13:36:00.000Z;0.773;;;;5.0;18.0;949.7;36.1484145;-115.1098824
2024-01-14T13:35:00.000Z;0.735;;;;5.0;18.0;949.7;36.1484145;-115.1098824
2024-01-14T13:34:00.000Z;0.696;;;;5.0;18.0;949.7;36.1484145;-115.1098824
2024-01-14T13:33:00.000Z;0.681;;;;5.0;18.0;949.7;36.1484145;-115.1098824
2024-01-14T13:32:00.000Z;0.62;;;;5.0;18.0;949.8;36.1484145;-115.1098824
2024-01-14T13:31:00.000Z;0.576;;;;5.0;18.0;949.7;36.1484145;-115.1098824
2024-01-14T13:30:00.000Z;0.486;;;;5.0;18.0;949.7;36.1484145;-115.1098824
2024-01-14T13:29:00.000Z;0.379;;;;5.0;18.0;949.6;36.1484145;-115.1098824
2024-01-14T13:28:00.000Z;0.349;;;;5.0;18.0;949.7;36.1484145;-115.1098824
2024-01-14T13:27:00.000Z;0.351;;;;4.0;19.0;949.6;36.1484145;-115.1098824
2024-01-14T13:26:00.000Z;0.765;1.0;1.0;2.0;5.0;18.0;949.6;36.1484145;-115.1098824
2024-01-14T13:25:00.000Z;0.754;;;;5.0;18.0;949.5;36.1484145;-115.1098824
2024-01-14T13:24:00.000Z;0.769;;;;5.0;18.0;949.5;36.1484145;-115.1098824
2024-01-14T13:23:00.000Z;0.718;;;;5.0;18.0;949.5;36.1484145;-115.1098824
2024-01-14T13:22:00.000Z;0.706;;;;5.0;18.0;949.4;36.1484145;-115.1098824
2024-01-14T13:21:00.000Z;0.641;;;;5.0;18.0;949.4;36.1484145;-115.1098824
2024-01-14T13:20:00.000Z;0.597;;;;5.0;18.0;949.4;36.1484145;-115.1098824
2024-01-14T13:19:00.000Z;0.508;;;;5.0;18.0;949.4;36.1484145;-115.1098824
2024-01-14T13:18:00.000Z;0.4;;;;5.0;18.0;949.4;36.1484145;-115.1098824
2024-01-14T13:17:00.000Z;0.363;;;;5.0;18.0;949.5;36.1484145;-115.1098824
2024-01-14T13:16:00.000Z;0.349;;;;5.0;18.0;949.5;36.1484145;-115.1098824
2024-01-14T13:15:00.000Z;0.733;1.0;1.0;2.0;5.0;18.0;949.5;36.1484145;-115.1098824
2024-01-14T13:14:00.000Z;0.799;;;;5.0;18.0;949.5;36.1484145;-115.1098824
2024-01-14T13:13:00.000Z;0.792;;;;5.0;18.0;949.5;36.1484145;-115.1098824
2024-01-14T13:12:00.000Z;0.748;;;;5.0;18.0;949.4;36.1484145;-115.1098824
2024-01-14T13:11:00.000Z;0.738;;;;5.0;18.0;949.4;36.1484145;-115.1098824
2024-01-14T13:10:00.000Z;0.7;;;;5.0;18.0;949.4;36.1484145;-115.1098824
2024-01-14T13:09:00.000Z;0.644;;;;5.0;18.0;949.3;36.1484145;-115.1098824
2024-01-14T13:08:00.000Z;0.572;;;;5.0;18.0;949.4;36.1484145;-115.1098824
2024-01-14T13:07:00.000Z;0.456;;;;5.0;18.0;949.4;36.1484145;-115.1098824
2024-01-14T13:06:00.000Z;0.364;;;;5.0;18.0;949.4;36.1484145;-115.1098824
2024-01-14T13:05:00.000Z;0.349;;;;5.0;18.0;949.5;36.1484145;-115.1098824
2024-01-14T13:04:00.000Z;0.693;1.0;1.0;2.0;5.0;18.0;949.5;36.1484145;-115.1098824
2024-01-14T13:03:00.000Z;0.81;;;;5.0;18.0;949.4;36.1484145;-115.1098824
2024-01-14T13:02:00.000Z;0.807;;;;5.0;18.0;949.4;36.1484145;-115.1098824
2024-01-14T13:01:00.000Z;0.796;;;;5.0;18.0;949.4;36.1484145;-115.1098824
2024-01-14T13:00:00.000Z;0.739;;;;5.0;18.0;949.4;36.1484145;-115.1098824
2024-01-14T12:59:00.000Z;0.712;;;;5.0;18.0;949.4;36.1484145;-115.1098824
2024-01-14T12:58:00.000Z;0.641;;;;5.0;18.0;949.3;36.1484145;-115.1098824
2024-01-14T12:57:00.000Z;0.59;;;;5.0;18.0;949.4;36.1484145;-115.1098824
2024-01-14T12:56:00.000Z;0.489;;;;5.0;19.0;949.3;36.1484145;-115.1098824
2024-01-14T12:55:00.000Z;0.367;;;;5.0;19.0;949.3;36.1484145;-115.1098824
2024-01-14T12:54:00.000Z;0.351;;;;5.0;19.0;949.4;36.1484145;-115.1098824
2024-01-14T12:53:00.000Z;0.653;1.0;1.0;2.0;5.0;18.0;949.3;36.1484145;-115.1098824
2024-01-14T12:52:00.000Z;0.843;;;;5.0;18.0;949.4;36.1484145;-115.1098824
2024-01-14T12:51:00.000Z;0.832;;;;5.0;18.0;949.3;36.1484145;-115.1098824
2024-01-14T12:50:00.000Z;0.808;;;;5.0;19.0;949.3;36.1484145;-115.1098824
2024-01-14T12:49:00.000Z;0.782;;;;5.0;19.0;949.4;36.1484145;-115.1098824
2024-01-14T12:48:00.000Z;0.738;;;;5.0;19.0;949.3;36.1484145;-115.1098824
2024-01-14T12:47:00.000Z;0.691;;;;6.0;18.0;949.2;36.1484145;-115.1098824
2024-01-14T12:46:00.000Z;0.618;;;;6.0;18.0;949.3;36.1484145;-115.1098824
2024-01-14T12:45:00.000Z;0.533;;;;6.0;18.0;949.3;36.1484145;-115.1098824
2024-01-14T12:44:00.000Z;0.374;;;;6.0;18.0;949.3;36.1484145;-115.1098824
2024-01-14T12:43:00.000Z;0.357;;;;5.0;19.0;949.2;36.1484145;-115.1098824
2024-01-14T12:42:00.000Z;0.665;1.0;1.3;2.5;5.0;19.0;949.3;36.1484145;-115.1098824
2024-01-14T12:41:00.000Z;0.889;;;;5.0;19.0;949.3;36.1484145;-115.1098824
2024-01-14T12:40:00.000Z;0.842;;;;5.0;19.0;949.3;36.1484145;-115.1098824
2024-01-14T12:39:00.000Z;0.852;;;;6.0;18.0;949.3;36.1484145;-115.1098824
2024-01-14T12:38:00.000Z;0.797;;;;6.0;18.0;949.3;36.1484145;-115.1098824
2024-01-14T12:37:00.000Z;0.781;;;;6.0;18.0;949.3;36.1484145;-115.1098824
2024-01-14T12:36:00.000Z;0.705;;;;6.0;18.0;949.3;36.1484145;-115.1098824
2024-01-14T12:35:00.000Z;0.644;;;;6.0;18.0;949.3;36.1484145;-115.1098824
2024-01-14T12:34:00.000Z;0.549;;;;6.0;18.0;949.2;36.1484145;-115.1098824
2024-01-14T12:33:00.000Z;0.427;;;;6.0;18.0;949.2;36.1484145;-115.1098824
2024-01-14T12:32:00.000Z;0.356;;;;6.0;18.0;949.3;36.1484145;-115.1098824
2024-01-14T12:31:00.000Z;0.615;1.0;1.8;3.0;5.0;19.0;949.3;36.1484145;-115.1098824
2024-01-14T12:30:00.000Z;0.928;;;;6.0;18.0;949.3;36.1484145;-115.1098824
2024-01-14T12:29:00.000Z;0.889;;;;6.0;18.0;949.3;36.1484145;-115.1098824
2024-01-14T12:28:00.000Z;0.867;;;;6.0;18.0;949.3;36.1484145;-115.1098824
2024-01-14T12:27:00.000Z;0.82;;;;6.0;18.0;949.4;36.1484145;-115.1098824
2024-01-14T12:26:00.000Z;0.784;;;;6.0;18.0;949.4;36.1484145;-115.1098824
2024-01-14T12:25:00.000Z;0.743;;;;6.0;18.0;949.3;36.1484145;-115.1098824
2024-01-14T12:24:00.000Z;0.686;;;;6.0;18.0;949.3;36.1484145;-115.1098824
2024-01-14T12:23:00.000Z;0.583;;;;6.0;18.0;949.3;36.1484145;-115.1098824
2024-01-14T12:22:00.000Z;0.468;;;;6.0;18.0;949.3;36.1484145;-115.1098824
2024-01-14T12:21:00.000Z;0.362;;;;6.0;18.0;949.2;36.1484145;-115.1098824
2024-01-14T12:20:00.000Z;0.369;1.0;1.0;2.0;6.0;18.0;949.3;36.1484145;-115.1098824
2024-01-14T12:19:00.000Z;0.937;;;;6.0;18.0;949.3;36.1484145;-115.1098824
2024-01-14T12:18:00.000Z;0.92;;;;6.0;18.0;949.2;36.1484145;-115.1098824
2024-01-14T12:17:00.000Z;0.847;;;;6.0;18.0;949.2;36.1484145;-115.1098824
2024-01-14T12:16:00.000Z;0.88;;;;6.0;18.0;949.2;36.1484145;-115.1098824
