Date (GMT);VOC (ppm);PM1 (ug/m3);PM2.5 (ug/m3);PM10 (ug/m3);Temperature (C);Humidity (%);Pressure (mbar);Latitude;Longitude
2023-10-29T19:00:00.000Z;0.319;;;;25;7;950.6;36.28839111328125;-115.13284634174009
2023-10-29T18:59:00.000Z;0.296;;;;24;7;950.6;36.288299560546875;-115.13133251173105
2023-10-29T18:58:00.000Z;0.292;;;;23;7;950.8;36.28961181640625;-115.13205433886307
2023-10-29T18:57:00.000Z;0.322;;;;23;7;950.7;36.288055419921875;-115.13132673609411
2023-10-29T18:56:00.000Z;0.336;;;;23;8;950.6;36.288055419921875;-115.13132673609411
2023-10-29T18:55:00.000Z;0.502;1.0;3.0;5.0;23;8;950.6;36.28839111328125;-115.13279367537321
2023-10-29T18:54:00.000Z;0.546;;;;24;7;950.6;36.28839111328125;-115.13279367537321
2023-10-29T18:53:00.000Z;0.719;;;;23;9;950.8;36.287567138671875;-115.13251676740039
2023-10-29T18:52:00.000Z;1.156;;;;22;10;950.8;36.287567138671875;-115.13251676740039
2023-10-29T18:51:00.000Z;1.224;;;;21;9;950.7;36.288116455078125;-115.13158525766721
2023-10-29T18:50:00.000Z;1.563;;;;21;9;950.7;36.288116455078125;-115.13158525766721
2023-10-29T18:49:00.000Z;2.208;;;;21;9;950.9;36.288116455078125;-115.13158525766721
