Date (GMT);VOC (ppm);PM1 (ug/m3);PM2.5 (ug/m3);PM10 (ug/m3);Temperature (C);Humidity (%);Pressure (mbar);Latitude;Longitude
2023-10-20T01:49:00.000Z;0.0;8;10;12;25.0;29.0;948.6;36.155332053912694;-115.11760837568397
2023-10-19T00:42:00.000Z;0.002;1;2;3;33.0;25.0;950.8;36.174285888671875;-115.08294550321567
2023-10-19T00:41:00.000Z;0.0;1;2;3;;;950.9;36.174285888671875;-115.08294550321567
