Date (GMT);VOC (ppm);Temperature (C);Humidity (%);Pressure (mbar);Latitude;Longitude;PM1 (ug/m3);PM2.5 (ug/m3);PM10 (ug/m3)
2023-12-04T03:53:00.000Z;2.029;12;37;958.2;36.2247416;-115.0661999;;;
2023-12-04T03:52:00.000Z;1.985;12;38;958.1;36.2247416;-115.0661999;;;
2023-12-04T03:51:00.000Z;1.971;12;39;958.2;36.2247416;-115.0661999;;;
2023-12-04T03:50:00.000Z;1.942;11;44;958.1;36.2247416;-115.0661999;;;
2023-12-04T03:49:00.000Z;1.86;11;46;958.2;36.2247416;-115.0661999;;;
2023-12-04T03:48:00.000Z;2.003;11;43;958.1;36.2247416;-115.0661999;3.9;5.5;7.1
2023-12-04T03:47:00.000Z;2.073;11;37;958.2;36.2247416;-115.0661999;;;
2023-12-04T03:46:00.000Z;2.034;11;37;958.1;36.2247416;-115.0661999;;;
2023-12-04T03:45:00.000Z;2.016;11;37;958.1;36.2247416;-115.0661999;;;
2023-12-04T03:44:00.000Z;1.927;11;37;958.1;36.2247416;-115.0661999;;;
2023-12-04T03:43:00.000Z;1.874;11;37;958.1;36.2247416;-115.0661999;;;
2023-12-04T03:42:00.000Z;1.796;11;37;958.1;36.2247416;-115.0661999;;;
2023-12-04T03:41:00.000Z;1.739;11;37;958.1;36.2247416;-115.0661999;;;
2023-12-04T03:40:00.000Z;1.596;11;37;958.1;36.2247416;-115.0661999;;;
2023-12-04T03:39:00.000Z;1.401;11;37;958.1;36.2247416;-115.0661999;;;
2023-12-04T03:38:00.000Z;1.213;11;38;958.1;36.2247416;-115.0661999;;;
2023-12-04T03:37:00.000Z;1.506;11;38;958.2;36.2247416;-115.0661999;4.6;6.1;7.1
2023-12-04T03:36:00.000Z;1.949;11;39;958.1;36.2247416;-115.0661999;;;
2023-12-04T03:35:00.000Z;1.841;11;37;958.1;36.2247416;-115.0661999;;;
2023-12-04T03:34:00.000Z;1.846;11;37;958.2;36.2249154;-115.0660066;;;
2023-12-04T03:33:00.000Z;1.541;11;34;958.2;36.2249154;-115.0660066;;;
2023-12-04T03:32:00.000Z;1.446;11;34;958.1;36.2249154;-115.0660066;;;
2023-12-04T03:31:00.000Z;1.196;11;33;958.1;36.2249154;-115.0660066;;;
2023-12-04T03:30:00.000Z;0.723;11;33;958.1;36.2249154;-115.0660066;;;
2023-12-04T03:29:00.000Z;0.703;11;34;958.0;36.2249154;-115.0660066;;;
2023-12-04T03:28:00.000Z;0.437;11;33;958.1;36.2249154;-115.0660066;;;
2023-12-04T03:27:00.000Z;0.315;11;32;958.0;36.2248519;-115.0661561;;;
2023-12-04T03:26:00.000Z;0.321;11;32;958.0;36.2249208;-115.0657036;5.1;6.4;7.5
2023-12-04T03:25:00.000Z;0.453;11;32;958.1;36.2250777;-115.063264;;;
2023-12-04T03:24:00.000Z;0.533;11;33;958.1;36.2253097;-115.0626981;;;
2023-12-04T03:23:00.000Z;0.373;11;33;958.2;36.2253181;-115.0626663;;;
2023-12-04T03:22:00.000Z;0.37;11;33;958.1;36.225323;-115.0626684;;;
2023-12-04T03:21:00.000Z;0.349;11;33;958.1;36.225304;-115.0626618;;;
2023-12-04T03:20:00.000Z;0.306;11;33;958.1;36.2253311;-115.062673;;;
2023-12-04T03:19:00.000Z;0.312;10;35;957.5;36.2244973;-115.0626028;3.5;5.3;6.6
2023-12-04T03:18:00.000Z;0.336;11;33;958.4;36.2212341;-115.062611;3.0;4.4;5.5
2023-12-04T03:17:00.000Z;0.363;11;33;958.4;36.2214718;-115.0627838;3.6;5.1;6.5
